cleaned_headline,is_satirical,source
Un handicapé sans gêne se gare sur une place non réservée aux handicapés,1,legorafi
Un moustique soucieux du consentement ne pique personne et décède au bout de 30 minutes,1,legorafi
Son tour du monde prend fin à Gare du Nord en raison d'un problème de signalisation,1,legorafi
"Pour maintenir la féerie des JO, la mairie de Paris demande aux sans-abris de se déguiser en bénévoles",1,legorafi
"Galvanisé par les JO, il croit pouvoir nager le dos crawlé et se noie dans la piscine du camping",1,legorafi
Vivre sans slip et sans gouvernement,1,legorafi
Alexandre Lacazette rappelé par Didier Deschamps après avoir enfin raté une grosse occasion,1,legorafi
La mort de Patrice Laffont éteint tout espoir de comprendre les règles du jeu Pyramide,1,legorafi
"Chaque année, cet habitant de Saint-Tropez part en vacances trois semaines à Paris Plages",1,legorafi
"Incendies – Après 6 heures d'intervention des pompiers, l'usine de bougies magiques se rallume",1,legorafi
Une enquête révèle que les numéros en 09 48 appartiennent à Manuel Valls,1,legorafi
Paris – Emmanuel Macron fait jeter les derniers SDF dans la vasque olympique,1,legorafi
SNCF – Les voyageurs des TGV désormais limités à deux enfants qui pleurent,1,legorafi
"Emmanuel Macron ira bien se baigner dans la Seine "" mais pas forcément dans cette vie-là """,1,legorafi
200 000 façons de s'ennuyer en paddle cet été,1,legorafi
"JO – Pour commenter les épreuves, France 2 n'exclut pas d'engager des gens qui ont déjà fait du sport",1,legorafi
"Pour reconquérir le coeur des Français, Kylian Mbappé songe à se mettre à la natation",1,legorafi
Escrime – L'Américain Mitchell Saron remporte son duel en utilisant un Smith&Wesson,1,legorafi
"Selon ses calculs, son "" summer body "" sera prêt courant janvier",1,legorafi
Dieu contraint de faire mourir un serrurier après avoir accidentellement claqué les portes du Paradis,1,legorafi
F1 – Les pilotes autorisés à lancer des carapaces de tortue sur la voiture de Max Verstappen,1,legorafi
"Parlement européen – Faute de présences, le siège de Jordan Bardella transformé en relais colis",1,legorafi
Intempéries : La cérémonie d'ouverture des JO remplacée par la rediffusion d'un Fort Boyard de 2013,1,legorafi
JO – 10 médailles d'or que va remporter Emmanuel Macron,1,legorafi
"Hockey sur gravier, catch dans la boue, taxidermie… ces sports méconnus des JO",1,legorafi
"En hommage à C8, Vincent Bolloré organise une messe en latin",1,legorafi
Paris 2024 – La police évacue par erreur un campement sauvage de bénévoles,1,legorafi
Cyril Hanouna enregistrera TPMP depuis un bateau situé dans les eaux internationales,1,legorafi
Un fan d'NRJ 12 déçu de n'avoir pu voir que 8 fois les 12 saisons de The Big Bang Theory en VF,1,legorafi
Vincent Bolloré rachète l'Arcom,1,legorafi
"À 52 ans, ses parents lui dégotent enfin une place en crèche",1,legorafi
Elisabeth Lévy s'insurge contre la présence de corps étrangers dans son vin rouge,1,legorafi
Emmanuel Macron refoulé de la zone des JO en raison d'un QR code défectueux,1,legorafi
Un TGV stressé d'arriver à l'heure pour son premier jour,1,legorafi
"Tour de France : pour laisser une chance à ses concurrents, Tadej Pogacar finira le tour en Vélib'",1,legorafi
Vacances – 8 autoroutes à prendre à contre-sens,1,legorafi
Ils nourrissaient l'adolescent des voisins depuis deux ans en pensant qu'il était sauvage,1,legorafi
""" La petite terrasse coquette et épurée "" décrite par l'agent immobilier était une plaque d'égout",1,legorafi
Anne Hidalgo heurtée par un vélib lors de son bain dans la Seine,1,legorafi
"Pour assurer sa sécurité, Donald Trump fait construire un mur autour de sa tête",1,legorafi
Tour de France – Pogacar gêné dans sa course par un lancer de lave-vaisselle,1,legorafi
Il s'éclate dans son boulot alors qu'il est responsable marketing,1,legorafi
98% des médias ont préparé une nécrologie pour Anne Hidalgo depuis l'annonce de son bain dans la Seine,1,legorafi
74% des Français avouent ne plus sortir de chez eux de peur de prendre un ballon perdu de Marcus Thuram,1,legorafi
La Seine déclarée enfin baignable pour les ragondins,1,legorafi
"Il termine "" Guerre et Paix "" pendant un match de l'équipe de France",1,legorafi
Le NFP toujours à la recherche du Premier ministre idéal qui sera refusé par Emmanuel Macron,1,legorafi
Le médaillé Fields de mathématiques échoue une nouvelle fois à comprendre les conditions de circulation des JO,1,legorafi
Rachida Dati aperçue en train de déverser 50 alligators dans la Seine,1,legorafi
"Maintenu à son poste, Gabriel Attal demande à Emmanuel Macron s'il pourra "" quand même partir en colo cet été """,1,legorafi
"À la demande de son entourage, Marine Tondelier accepte finalement de mettre sa veste à la machine à laver",1,legorafi
"Pour sortir du ventre de sa mère, un nouveau-né se fait tatouer le plan d'un utérus dans le dos",1,legorafi
Fact-check : quelle heure est-il ?,1,legorafi
Un couple décide de mettre fin à sa vie sexuelle en achetant des pyjamas assortis,1,legorafi
Régime – 8 maladies du Moyen-Âge pour avoir un Summer Body,1,legorafi
Les différents partis se réuniront demain pour discuter de la garde de Gabriel Attal,1,legorafi
Législatives – CNews change son habillage avec un nouveau logo en berne,1,legorafi
Jordan Bardella annonce sa reconversion comme prof de Pole Dance,1,legorafi
Marine Le Pen accuse le vote des Français de faire le jeu du Nouveau Front Populaire,1,legorafi
"Emmanuel Macron : "" Je vous ai compris. C'est pourquoi je nomme Bruno Le Maire Premier ministre. """,1,legorafi
Les Français majoritairement opposés à un Premier ministre prénommé Jordan,1,legorafi
Eric Ciotti annonce son ralliement aux Républicains,1,legorafi
"Jean-Luc Mélenchon : "" Merci à tous de m'avoir élu Premier ministre """,1,legorafi
Valérie Hayer accuse le gouvernement de lui avoir volé sa défaite,1,legorafi
Cyril Hanouna demande l'asile politique en Corée du Nord,1,legorafi
Live Législatives 2024 second tour,1,legorafi
"Débats – Voulant échapper à une question gênante, un candidat RN saute du 8e étage",1,legorafi
Elle signe avec le sourire le CDI qui va la rendre malheureuse les dix prochaines années,1,legorafi
Marine Tondelier s'introduit dans les rêves de Jordan Bardella pour le convaincre d'accepter de débattre,1,legorafi
Chier sur la table : la solution à tous nos problèmes ?,1,legorafi
Il droguait ses victimes en leur faisant regarder des matchs de l'équipe de France,1,legorafi
"Pour rester en bonne santé, Jordan Bardella recommande aux étrangers de faire 10 000 pas par jour vers la frontière",1,legorafi
Équipe de France – Olivier Giroud toujours écarté du groupe après avoir cadré une frappe à l'entraînement,1,legorafi
Marine Tondelier engage le marshal Samuel Gerard pour traquer et retrouver Jordan Bardella,1,legorafi
"Législatives – Le candidat RN arrivé en tête au 1er tour était un cône de signalisation avec un graffiti "" Dehors les Arabes """,1,legorafi
Corrèze – Un candidat NFP accusé d'avoir un jour nommé Manuel Valls comme Premier ministre,1,legorafi
Jordan Bardella persuadé d'être poursuivi depuis plusieurs kilomètres par un camion conduit par Marine Tondelier,1,legorafi
Une casquette nazie se retire des législatives après une photo d'elle en compagnie d'une candidate RN,1,legorafi
"Il est persuadé qu'il va recevoir un message de Margot Robbie après avoir commenté sa photo "" canon la miss """,1,legorafi
"Test – Êtes-vous plutôt travail, famille ou patrie ?",1,legorafi
Le Conseil d'Etat décide de répéter pour les deux du fond,1,legorafi
Emmanuel Macron annonce la dissolution du Nouveau Front Populaire et du Rassemblement National,1,legorafi
Jordan Bardella furieux de voir le score du RN écrit en chiffres arabes,1,legorafi
Missak Manouchian s'échappe du Panthéon et rejoint à nouveau la clandestinité,1,legorafi
Les loups sont entrés dans Paris,1,legorafi
Fact-check : Cyril Hanouna a-t-il vraiment utilisé une piñata Manuel Bompard dans son émission ?,1,legorafi
Live Législatives 2024 Premier tour,1,legorafi
Faut-il cacher ou dénoncer vos voisins bi-nationaux ?,1,legorafi
Le Nouveau Front Populaire engage un vétérinaire spécialisé dans les grands fauves pour endormir Jean-Luc Mélenchon jusqu'au second tour,1,legorafi
"Drame – Un Belge explose après avoir accidentellement prononcé le mot ""soixante-dix""",1,legorafi
L'Union de la gauche toujours à la recherche d'un ouvrier pour séduire ses électeurs cadres,1,legorafi
TEST – Êtes-vous plutôt clafoutis ou IIIème Reich ?,1,legorafi
Basic Fit : les tapis de course mesureront aussi le nombre de fois où vous vous comparez à votre voisin,1,legorafi
Législatives – N'Golo Kanté toujours en tête des intentions de vote,1,legorafi
Pacifique – Un biologiste marin découvre le score de François Asselineau en explorant les abysses,1,legorafi
Législatives – Elle fait barrage au Rassemblement National en votant Reconquête,1,legorafi
"Pour équilibrer les temps de parole, l'ARCOM condamne CNews à diffuser des films de Ken Loach pendant deux ans",1,legorafi
Agacé de ne pas retrouver son AirPod il finit par voter RN,1,legorafi
"Gabriel Attal annonce qu'il est désormais légal de renverser quelqu'un en voiture "" si c'est un chômeur """,1,legorafi
Expulsions – Le RN remercie Valérie Pécresse d'avoir relié Châtelet à Orly en seulement 25 minutes,1,legorafi
"Pour qu'on parle à nouveau d'elle, la Flamme olympique se présentera aux législatives",1,legorafi
Fact-check : oui ou non ?,1,legorafi
"Après le télépéage, Ulys lance le premier pass pour passer devant tout le monde aux toilettes",1,legorafi
Kylian Mbappé pourra remplacer son nez cassé par un 3e pied,1,legorafi
Notre classement des éditorialistes dressés pour tuer,1,legorafi
Prévention anti-tabac – Des poumons de fumeurs seront placés dans les paquets de cigarettes,1,legorafi
"X – Après le porno et les contenus violents, Elon Musk autorise les sketchs des Chevaliers du Fiel",1,legorafi
"Pour rassurer ses passagers, Boeing va installer des airbags dans ses avions",1,legorafi
"Entre l'Euro et les JO, ce père de famille craint de ne pas pouvoir consacrer de temps au Tour de France",1,legorafi
Emmanuel Macron annonce vouloir interdire les enfants de moins de 11 ans,1,legorafi
Test – Avez-vous un peu de dignité ou êtes-vous Éric Ciotti ?,1,legorafi
Un électeur retrouvé 7 jours plus tard dans l'isoloir en train de finir de plier son bulletin de vote,1,legorafi
Eric Ciotti prend la fuite en accrochant 30 000 ballons au siège des Républicains,1,legorafi
Les meilleurs albums de bruits de bottes pour 2024,1,legorafi
"Israël/Palestine – Pour être certain de comprendre le conflit, il lit dix tweets avant de prendre position",1,legorafi
Scandale – Un professeur d'EPS suspendu après avoir été surpris à courir avec ses élèves,1,legorafi
"Emmanuel Macron promet de "" gouverner différemment "", "" avec respect "" pour la 38e fois depuis le début de ses mandats",1,legorafi
La conférence de presse d'Emmanuel Macron décomptée du temps de parole du Rassemblement National,1,legorafi
"Selon une étude, tous les garçons et les filles de mon âge se promènent dans la rue 2 par 2",1,legorafi
Guillaume Meurice annonce qu'il s'exprimera tous les jours sur la BBC depuis Londres,1,legorafi
"Insolite : Porté disparu depuis trois jours, un homme retrouvé vivant dans le 20h de TF1",1,legorafi
Il s'est converti en fichier PDF par erreur,1,legorafi
"Après ""28 jours"" et 28 semaines plus tard"", sortie de ""28 secondes plus tard"" sur la vie d'un éjaculateur précoce",1,legorafi
Le pays qui célébrait le Débarquement contre le fascisme il y a trois jours vote massivement pour le fascisme,1,legorafi
Sans surprise le Real Madrid remporte Roland-Garros,1,legorafi
Dissolution – Jordan Bardella annonce sa démission du Parlement européen,1,legorafi
5 choses que vous regretterez aussitôt de savoir sur Léon Deffontaines,1,legorafi
5 choses que vous ne voulez absolument pas savoir sur Marion Maréchal,1,legorafi
5 choses que vous ne voulez absolument pas savoir sur Marie Toussaint,1,legorafi
Immobilier – Bien investir dans les urnes funéraires,1,legorafi
Élections européennes – Vladimir Poutine toujours en tête des intentions de vote selon Le Kremlin,1,legorafi
5 choses que vous regretterez aussitôt de savoir sur Florian Philippot,1,legorafi
Il passe plus de 2 heures à orthographier correctement le nom de son ami Matthieux,1,legorafi
"Après plus de 3 semaines, il estime que son linge est sec et le plie enfin",1,legorafi
Joe Biden en France : le président américain s'est dit impatient de s'entretenir avec Raymond Poincaré,1,legorafi
5 choses que vous ne voulez absolument pas savoir sur Manon Aubry,1,legorafi
5 choses que vous ne voulez absolument pas savoir sur François-Xavier Bellamy,1,legorafi
Elle garde son tapis de yoga de 2015 en pensant encore qu'elle va s'y mettre,1,legorafi
Roland-Garros invite le public à ne siffler que les interventions de Nelson Monfort,1,legorafi
Benjamin Netanyahou prêt à négocier un cessez-le-feu après avoir écouté la chanson pour la paix de Slimane,1,legorafi
5 choses que vous ne voulez absolument pas savoir sur Raphaël Glucksmann,1,legorafi
5 choses que vous n'avez absolument pas envie de savoir sur Jordan Bardella,1,legorafi
Euro 2024 : Deschamps rappelle enfin Lacazette pour lui demander le numéro de Caqueret,1,legorafi
"Emmanuel Macron d'accord pour débattre à la télé ""avec lui-même""",1,legorafi
5 choses que vous n'avez absolument pas envie de savoir sur Valérie Hayer,1,legorafi
Ces accoudoirs qui ont fait la France,1,legorafi
"Une mention de ""culpabilité-score"" sera ajoutée sur les aliments",1,legorafi
5 astuces pour ne pas tomber amoureuse de Gérald Darmanin,1,legorafi
"Pour honorer la mémoire des civils palestiniens, Israël va utiliser un silencieux pendant 1 minute",1,legorafi
